Age,Sex,Employment_Status,Education_Level,id,age_char,age_char_disk,sex_disk,employment_status_disk,education_level_disk
22,Female,Employed,Bachelor's Degree,60,22,22,Female,Employed,Diskretioneret
22,Female,Employed,Bachelor's Degree,1868,22,22,Female,Employed,Diskretioneret
22,Female,Employed,PhD,848,22,22,Female,Employed,PhD
22,Female,Employed,PhD,1451,22,22,Female,Employed,PhD
22,Female,Employed,PhD,1759,22,22,Female,Employed,PhD
22,Female,Retired,Associate's Degree,841,22,22,Female,Retired,Diskretioneret
22,Female,Retired,Bachelor's Degree,1530,22,22,Female,Retired,Diskretioneret
22,Female,Retired,Bachelor's Degree,2091,22,22,Female,Retired,Diskretioneret
22,Female,Retired,Master's Degree,902,22,22,Female,Retired,Diskretioneret
22,Female,Student,Associate's Degree,857,22,22,Female,Student,Diskretioneret
22,Female,Student,Associate's Degree,1346,22,22,Female,Student,Diskretioneret
22,Female,Student,High School,2474,22,22,Female,Student,Diskretioneret
22,Female,Student,Master's Degree,1066,22,22,Female,Student,Diskretioneret
22,Female,Student,Master's Degree,2724,22,22,Female,Student,Diskretioneret
22,Female,Student,PhD,481,22,22,Female,Student,Diskretioneret
22,Female,Unemployed,Associate's Degree,1760,22,22,Female,Unemployed,Associate's Degree
22,Female,Unemployed,Associate's Degree,2518,22,22,Female,Unemployed,Associate's Degree
22,Female,Unemployed,Associate's Degree,2788,22,22,Female,Unemployed,Associate's Degree
22,Female,Unemployed,High School,2399,22,22,Female,Unemployed,Diskretioneret
22,Female,Unemployed,Master's Degree,1901,22,22,Female,Unemployed,Diskretioneret
22,Female,Unemployed,PhD,1197,22,22,Female,Unemployed,Diskretioneret
22,Female,Unemployed,PhD,2656,22,22,Female,Unemployed,Diskretioneret
22,Male,Employed,Associate's Degree,1041,22,22,Male,Employed,Diskretioneret
22,Male,Employed,Master's Degree,331,22,22,Male,Employed,Diskretioneret
22,Male,Employed,Master's Degree,1362,22,22,Male,Employed,Diskretioneret
22,Male,Employed,Master's Degree,2293,22,22,Male,Employed,Diskretioneret
22,Male,Employed,Master's Degree,2834,22,22,Male,Employed,Diskretioneret
22,Male,Employed,Master's Degree,2977,22,22,Male,Employed,Diskretioneret
22,Male,Employed,PhD,646,22,22,Male,Employed,Diskretioneret
22,Male,Retired,Associate's Degree,2781,22,22,Male,Retired,Diskretioneret
22,Male,Retired,Master's Degree,1475,22,22,Male,Retired,Diskretioneret
22,Male,Retired,PhD,17,22,22,Male,Retired,Diskretioneret
22,Male,Retired,PhD,2709,22,22,Male,Retired,Diskretioneret
22,Male,Student,Associate's Degree,96,22,22,Male,Student,Associate's Degree
22,Male,Student,Associate's Degree,1496,22,22,Male,Student,Associate's Degree
22,Male,Student,Associate's Degree,1510,22,22,Male,Student,Associate's Degree
22,Male,Student,Associate's Degree,2602,22,22,Male,Student,Associate's Degree
22,Male,Student,Associate's Degree,2937,22,22,Male,Student,Associate's Degree
22,Male,Student,Bachelor's Degree,1523,22,22,Male,Student,Diskretioneret
22,Male,Student,High School,1961,22,22,Male,Student,Diskretioneret
22,Male,Student,Master's Degree,1640,22,22,Male,Student,Diskretioneret
22,Male,Student,Master's Degree,2184,22,22,Male,Student,Diskretioneret
22,Male,Student,PhD,1808,22,22,Male,Student,Diskretioneret
22,Male,Unemployed,Associate's Degree,529,22,22,Male,Unemployed,Associate's Degree
22,Male,Unemployed,Associate's Degree,1329,22,22,Male,Unemployed,Associate's Degree
22,Male,Unemployed,Associate's Degree,2043,22,22,Male,Unemployed,Associate's Degree
22,Male,Unemployed,High School,1819,22,22,Male,Unemployed,Diskretioneret
22,Male,Unemployed,Master's Degree,168,22,22,Male,Unemployed,Diskretioneret
22,Male,Unemployed,Master's Degree,1345,22,22,Male,Unemployed,Diskretioneret
22,Male,Unemployed,PhD,1583,22,22,Male,Unemployed,Diskretioneret
23,Female,Employed,High School,296,23,23,Female,Employed,High School
23,Female,Employed,High School,2296,23,23,Female,Employed,High School
23,Female,Employed,High School,2419,23,23,Female,Employed,High School
23,Female,Employed,Master's Degree,636,23,23,Female,Employed,Diskretioneret
23,Female,Employed,PhD,497,23,23,Female,Employed,Diskretioneret
23,Female,Employed,PhD,538,23,23,Female,Employed,Diskretioneret
23,Female,Retired,Associate's Degree,231,23,23,Female,Retired,Diskretioneret
23,Female,Retired,Bachelor's Degree,633,23,23,Female,Retired,Diskretioneret
23,Female,Retired,Bachelor's Degree,2734,23,23,Female,Retired,Diskretioneret
23,Female,Retired,High School,940,23,23,Female,Retired,Diskretioneret
23,Female,Retired,High School,2260,23,23,Female,Retired,Diskretioneret
23,Female,Retired,Master's Degree,314,23,23,Female,Retired,Diskretioneret
23,Female,Retired,Master's Degree,554,23,23,Female,Retired,Diskretioneret
23,Female,Student,High School,2601,23,23,Female,Student,Diskretioneret
23,Female,Student,High School,2740,23,23,Female,Student,Diskretioneret
23,Female,Student,Master's Degree,1834,23,23,Female,Student,Diskretioneret
23,Female,Student,Master's Degree,1926,23,23,Female,Student,Diskretioneret
23,Female,Student,PhD,2553,23,23,Female,Student,Diskretioneret
23,Female,Unemployed,Bachelor's Degree,342,23,23,Female,Unemployed,Diskretioneret
23,Female,Unemployed,High School,1897,23,23,Female,Unemployed,Diskretioneret
23,Female,Unemployed,High School,2020,23,23,Female,Unemployed,Diskretioneret
23,Female,Unemployed,High School,2621,23,23,Female,Unemployed,Diskretioneret
23,Female,Unemployed,PhD,616,23,23,Female,Unemployed,PhD
23,Female,Unemployed,PhD,1279,23,23,Female,Unemployed,PhD
23,Female,Unemployed,PhD,1586,23,23,Female,Unemployed,PhD
23,Female,Unemployed,PhD,1900,23,23,Female,Unemployed,PhD
23,Male,Employed,Associate's Degree,1572,23,23,Male,Employed,Diskretioneret
23,Male,Employed,Associate's Degree,2476,23,23,Male,Employed,Diskretioneret
23,Male,Employed,Bachelor's Degree,1260,23,23,Male,Employed,Diskretioneret
23,Male,Employed,Bachelor's Degree,2523,23,23,Male,Employed,Diskretioneret
23,Male,Employed,High School,824,23,23,Male,Employed,Diskretioneret
23,Male,Retired,Bachelor's Degree,2018,23,23,Male,Retired,Diskretioneret
23,Male,Retired,High School,809,23,23,Male,Retired,High School
23,Male,Retired,High School,1807,23,23,Male,Retired,High School
23,Male,Retired,High School,1872,23,23,Male,Retired,High School
23,Male,Retired,High School,2658,23,23,Male,Retired,High School
23,Male,Retired,Master's Degree,81,23,23,Male,Retired,Diskretioneret
23,Male,Retired,Master's Degree,169,23,23,Male,Retired,Diskretioneret
23,Male,Retired,PhD,990,23,23,Male,Retired,Diskretioneret
23,Male,Retired,PhD,1461,23,23,Male,Retired,Diskretioneret
23,Male,Student,Bachelor's Degree,2874,23,23,Male,Student,Diskretioneret
23,Male,Student,PhD,379,23,23,Male,Student,Diskretioneret
23,Male,Student,PhD,1126,23,23,Male,Student,Diskretioneret
23,Male,Unemployed,Associate's Degree,1628,23,23,Male,Unemployed,Diskretioneret
23,Male,Unemployed,Associate's Degree,2731,23,23,Male,Unemployed,Diskretioneret
23,Male,Unemployed,Bachelor's Degree,532,23,23,Male,Unemployed,Diskretioneret
23,Male,Unemployed,Bachelor's Degree,1612,23,23,Male,Unemployed,Diskretioneret
23,Male,Unemployed,Bachelor's Degree,2924,23,23,Male,Unemployed,Diskretioneret
24,Female,Employed,Associate's Degree,2839,24,24,Female,Employed,Diskretioneret
24,Female,Employed,PhD,156,24,24,Female,Employed,Diskretioneret
24,Female,Employed,PhD,1663,24,24,Female,Employed,Diskretioneret
24,Female,Retired,Associate's Degree,624,24,24,Female,Retired,Associate's Degree
24,Female,Retired,Associate's Degree,995,24,24,Female,Retired,Associate's Degree
24,Female,Retired,Associate's Degree,1764,24,24,Female,Retired,Associate's Degree
24,Female,Retired,High School,343,24,24,Female,Retired,Diskretioneret
24,Female,Retired,High School,965,24,24,Female,Retired,Diskretioneret
24,Female,Retired,Master's Degree,776,24,24,Female,Retired,Diskretioneret
24,Female,Retired,PhD,2986,24,24,Female,Retired,Diskretioneret
24,Female,Student,Associate's Degree,2886,24,24,Female,Student,Diskretioneret
24,Female,Student,Bachelor's Degree,165,24,24,Female,Student,Diskretioneret
24,Female,Student,High School,1944,24,24,Female,Student,Diskretioneret
24,Female,Student,High School,2001,24,24,Female,Student,Diskretioneret
24,Female,Student,Master's Degree,187,24,24,Female,Student,Master's Degree
24,Female,Student,Master's Degree,661,24,24,Female,Student,Master's Degree
24,Female,Student,Master's Degree,783,24,24,Female,Student,Master's Degree
24,Female,Student,Master's Degree,1241,24,24,Female,Student,Master's Degree
24,Female,Student,PhD,1544,24,24,Female,Student,Diskretioneret
24,Female,Unemployed,Bachelor's Degree,255,24,24,Female,Unemployed,Diskretioneret
24,Female,Unemployed,Bachelor's Degree,2115,24,24,Female,Unemployed,Diskretioneret
24,Female,Unemployed,Master's Degree,256,24,24,Female,Unemployed,Diskretioneret
24,Male,Employed,Associate's Degree,1378,24,24,Male,Employed,Associate's Degree
24,Male,Employed,Associate's Degree,1686,24,24,Male,Employed,Associate's Degree
24,Male,Employed,Associate's Degree,2089,24,24,Male,Employed,Associate's Degree
24,Male,Employed,Associate's Degree,2408,24,24,Male,Employed,Associate's Degree
24,Male,Employed,Bachelor's Degree,1429,24,24,Male,Employed,Diskretioneret
24,Male,Employed,Master's Degree,28,24,24,Male,Employed,Diskretioneret
24,Male,Employed,Master's Degree,1522,24,24,Male,Employed,Diskretioneret
24,Male,Employed,PhD,1077,24,24,Male,Employed,Diskretioneret
24,Male,Retired,Associate's Degree,810,24,24,Male,Retired,Diskretioneret
24,Male,Retired,Associate's Degree,2896,24,24,Male,Retired,Diskretioneret
24,Male,Retired,High School,1088,24,24,Male,Retired,Diskretioneret
24,Male,Retired,High School,2588,24,24,Male,Retired,Diskretioneret
24,Male,Retired,Master's Degree,2218,24,24,Male,Retired,Diskretioneret
24,Male,Student,Bachelor's Degree,121,24,24,Male,Student,Bachelor's Degree
24,Male,Student,Bachelor's Degree,356,24,24,Male,Student,Bachelor's Degree
24,Male,Student,Bachelor's Degree,797,24,24,Male,Student,Bachelor's Degree
24,Male,Student,Bachelor's Degree,888,24,24,Male,Student,Bachelor's Degree
24,Male,Student,Bachelor's Degree,924,24,24,Male,Student,Bachelor's Degree
24,Male,Student,Bachelor's Degree,2185,24,24,Male,Student,Bachelor's Degree
24,Male,Student,Bachelor's Degree,2642,24,24,Male,Student,Bachelor's Degree
24,Male,Student,High School,281,24,24,Male,Student,Diskretioneret
24,Male,Student,High School,308,24,24,Male,Student,Diskretioneret
24,Male,Student,Master's Degree,44,24,24,Male,Student,Diskretioneret
24,Male,Student,PhD,697,24,24,Male,Student,PhD
24,Male,Student,PhD,1002,24,24,Male,Student,PhD
24,Male,Student,PhD,2010,24,24,Male,Student,PhD
24,Male,Student,PhD,2362,24,24,Male,Student,PhD
24,Male,Unemployed,Associate's Degree,1347,24,24,Male,Unemployed,Diskretioneret
24,Male,Unemployed,Bachelor's Degree,2087,24,24,Male,Unemployed,Diskretioneret
24,Male,Unemployed,Bachelor's Degree,2274,24,24,Male,Unemployed,Diskretioneret
24,Male,Unemployed,Bachelor's Degree,2306,24,24,Male,Unemployed,Diskretioneret
24,Male,Unemployed,Bachelor's Degree,2310,24,24,Male,Unemployed,Diskretioneret
24,Male,Unemployed,Master's Degree,52,24,24,Male,Unemployed,Diskretioneret
25,Female,Employed,Associate's Degree,2891,25,25,Female,Employed,Diskretioneret
25,Female,Employed,Bachelor's Degree,2544,25,25,Female,Employed,Diskretioneret
25,Female,Employed,Bachelor's Degree,2670,25,25,Female,Employed,Diskretioneret
25,Female,Employed,High School,1450,25,25,Female,Employed,High School
25,Female,Employed,High School,1895,25,25,Female,Employed,High School
25,Female,Employed,High School,2856,25,25,Female,Employed,High School
25,Female,Employed,PhD,1133,25,25,Female,Employed,PhD
25,Female,Employed,PhD,1957,25,25,Female,Employed,PhD
25,Female,Employed,PhD,2789,25,25,Female,Employed,PhD
25,Female,Employed,PhD,2895,25,25,Female,Employed,PhD
25,Female,Retired,Associate's Degree,2838,25,25,Female,Retired,Diskretioneret
25,Female,Retired,Bachelor's Degree,714,25,25,Female,Retired,Diskretioneret
25,Female,Retired,High School,223,25,25,Female,Retired,Diskretioneret
25,Female,Retired,PhD,1790,25,25,Female,Retired,Diskretioneret
25,Female,Student,Associate's Degree,457,25,25,Female,Student,Associate's Degree
25,Female,Student,Associate's Degree,589,25,25,Female,Student,Associate's Degree
25,Female,Student,Associate's Degree,2632,25,25,Female,Student,Associate's Degree
25,Female,Student,Bachelor's Degree,1526,25,25,Female,Student,Diskretioneret
25,Female,Student,Bachelor's Degree,1680,25,25,Female,Student,Diskretioneret
25,Female,Student,Master's Degree,765,25,25,Female,Student,Diskretioneret
25,Female,Student,Master's Degree,2341,25,25,Female,Student,Diskretioneret
25,Female,Student,PhD,250,25,25,Female,Student,PhD
25,Female,Student,PhD,731,25,25,Female,Student,PhD
25,Female,Student,PhD,1057,25,25,Female,Student,PhD
25,Female,Unemployed,Associate's Degree,527,25,25,Female,Unemployed,Diskretioneret
25,Female,Unemployed,Associate's Degree,620,25,25,Female,Unemployed,Diskretioneret
25,Female,Unemployed,Associate's Degree,2281,25,25,Female,Unemployed,Diskretioneret
25,Female,Unemployed,Bachelor's Degree,868,25,25,Female,Unemployed,Diskretioneret
25,Female,Unemployed,High School,987,25,25,Female,Unemployed,High School
25,Female,Unemployed,High School,1156,25,25,Female,Unemployed,High School
25,Female,Unemployed,High School,2645,25,25,Female,Unemployed,High School
25,Female,Unemployed,Master's Degree,334,25,25,Female,Unemployed,Master's Degree
25,Female,Unemployed,Master's Degree,1464,25,25,Female,Unemployed,Master's Degree
25,Female,Unemployed,Master's Degree,1470,25,25,Female,Unemployed,Master's Degree
25,Female,Unemployed,Master's Degree,2631,25,25,Female,Unemployed,Master's Degree
25,Female,Unemployed,PhD,1494,25,25,Female,Unemployed,Diskretioneret
25,Male,Employed,Associate's Degree,951,25,25,Male,Employed,Diskretioneret
25,Male,Employed,Associate's Degree,1415,25,25,Male,Employed,Diskretioneret
25,Male,Employed,Bachelor's Degree,61,25,25,Male,Employed,Bachelor's Degree
25,Male,Employed,Bachelor's Degree,83,25,25,Male,Employed,Bachelor's Degree
25,Male,Employed,Bachelor's Degree,815,25,25,Male,Employed,Bachelor's Degree
25,Male,Employed,High School,26,25,25,Male,Employed,Diskretioneret
25,Male,Employed,High School,762,25,25,Male,Employed,Diskretioneret
25,Male,Employed,PhD,233,25,25,Male,Employed,Diskretioneret
25,Male,Employed,PhD,2305,25,25,Male,Employed,Diskretioneret
25,Male,Retired,Associate's Degree,1203,25,25,Male,Retired,Diskretioneret
25,Male,Retired,Bachelor's Degree,627,25,25,Male,Retired,Diskretioneret
25,Male,Retired,Bachelor's Degree,796,25,25,Male,Retired,Diskretioneret
25,Male,Retired,PhD,2776,25,25,Male,Retired,Diskretioneret
25,Male,Student,Associate's Degree,997,25,25,Male,Student,Diskretioneret
25,Male,Student,Bachelor's Degree,1938,25,25,Male,Student,Diskretioneret
25,Male,Student,Bachelor's Degree,2444,25,25,Male,Student,Diskretioneret
25,Male,Student,High School,129,25,25,Male,Student,High School
25,Male,Student,High School,2130,25,25,Male,Student,High School
25,Male,Student,High School,2894,25,25,Male,Student,High School
25,Male,Student,Master's Degree,2535,25,25,Male,Student,Diskretioneret
25,Male,Student,PhD,1090,25,25,Male,Student,PhD
25,Male,Student,PhD,1504,25,25,Male,Student,PhD
25,Male,Student,PhD,2901,25,25,Male,Student,PhD
25,Male,Unemployed,Associate's Degree,753,25,25,Male,Unemployed,Diskretioneret
25,Male,Unemployed,High School,2453,25,25,Male,Unemployed,Diskretioneret
